feature,setosa,versicolor,virginica,importance
Sepal.Length,19.933541969414577,28.49330665409265,16.17568504083412,21.53417788811378
Sepal.Width,9.086605468111971,8.446869551488996,0,5.844491673200323
Petal.Length,79.68283235224487,94.2478751107292,71.06344014304715,81.66471586867374
Petal.Width,69.00334430085432,97.190106323042,100,88.73115020796544
